사고년도,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도
2019,서울특별시 노원구1,서울특별시 노원구 상계동(창동교교차로 부근),7,7,0,2,4,1,127.0552284,37.65326327
2019,서울특별시 노원구2,서울특별시 노원구 중계동(삿갓봉근린공원사거리 부근),5,6,0,2,3,1,127.0752694,37.65793
2019,서울특별시 노원구3,서울특별시 노원구 하계동(노원경찰서 부근),4,5,0,2,2,1,127.0718017,37.64307076
2019,서울특별시 노원구4,서울특별시 노원구 중계동(노해근린공원사거리 부근),4,4,0,2,2,0,127.0695511,37.64897478
2019,서울특별시 노원구5,서울특별시 노원구 상계동(당고개입구오거리 부근),4,4,0,1,3,0,127.075839,37.66320919
2019,서울특별시 노원구6,서울특별시 노원구 상계동(온수골사거리 부근),4,4,0,1,2,1,127.0577412,37.66134906
2019,서울특별시 노원구7,서울특별시 노원구 상계동(상계2동주민센터 부근),3,4,1,1,2,0,127.0677402,37.65774187
2019,서울특별시 은평구1,서울특별시 은평구 역촌동(CJ드림시티오피스텔 부근),7,7,0,2,4,1,126.9174739,37.59958409
2019,서울특별시 은평구2,서울특별시 은평구 역촌동(역말사거리 부근),5,6,0,1,3,2,126.915296,37.60616183
2019,서울특별시 은평구3,서울특별시 은평구 구산동(구산사거리 부근),4,4,0,1,2,1,126.911673,37.61391786
2019,서울특별시 은평구4,서울특별시 은평구 녹번동(코끼리주유소 부근),4,4,0,1,1,2,126.9255976,37.60352549
2019,서울특별시 은평구5,서울특별시 은평구 대조동(서원빌딩 부근),4,4,0,0,4,0,126.9176127,37.6124097
2019,서울특별시 은평구6,서울특별시 은평구 대조동(파리바게뜨 역촌역점 부근),3,3,1,1,1,0,126.9219827,37.60774178
2019,서울특별시 서대문구1,서울특별시 서대문구 북가좌동(뚜레쥬르 증산역점 부근),5,6,0,2,3,1,126.9115293,37.58383494
2019,서울특별시 마포구1,서울특별시 마포구 망원동(세븐일레븐 망원2호점 부근),6,6,0,1,5,0,126.904603,37.5618435
2019,서울특별시 양천구1,서울특별시 양천구 목동(목동센트럴푸르지오아파트101동 부근),7,7,0,1,6,0,126.8765758,37.52420282
2019,서울특별시 양천구2,서울특별시 양천구 신정동(목동9.10단지삼거리 부근),5,5,0,2,3,0,126.8618493,37.51660692
2019,서울특별시 양천구3,서울특별시 양천구 신정동(목동공인중개사사무소 부근),5,5,0,2,1,2,126.8635661,37.52630568
2019,서울특별시 양천구4,서울특별시 양천구 신월동(과학수사연구원입구사거리 부근),4,7,0,1,5,1,126.8372071,37.52163621
2019,서울특별시 양천구5,서울특별시 양천구 목동(목동2단지아파트입구 부근),4,4,0,1,3,0,126.878121,37.53642856
2019,서울특별시 양천구6,서울특별시 양천구 신정동(에반이즈사고력교육목동직영센터 부근),4,4,0,0,3,1,126.8722274,37.52027911
2019,서울특별시 강서구1,서울특별시 강서구 화곡동(강서구청입구교차로 부근),7,7,0,0,2,5,126.8525452,37.555813
2019,서울특별시 강서구2,서울특별시 강서구 화곡동(능력교회신월성전 부근),4,4,0,2,2,0,126.8348615,37.53440384
2019,서울특별시 구로구1,서울특별시 구로구 구로동(동구로새마을금고 본점 부근),7,8,0,2,6,0,126.8908303,37.49278397
2019,서울특별시 구로구2,서울특별시 구로구 신도림동(구로구리틀야구장 부근),5,5,0,2,3,0,126.8819445,37.5154779
2019,서울특별시 구로구3,서울특별시 구로구 개봉동(sk에너지 개봉주유소 부근),4,4,0,2,1,1,126.8518356,37.49819188
2019,서울특별시 금천구1,서울특별시 금천구 시흥동(은행나무시장 부근),5,5,0,2,3,0,126.9080371,37.45108447
2019,서울특별시 금천구2,서울특별시 금천구 독산동(태천대오피스텔 부근),5,5,0,1,3,1,126.899382,37.48049336
2019,서울특별시 영등포구1,서울특별시 영등포구 도림동(신도림역입구교차로 부근),8,9,0,2,5,2,126.8964888,37.50895935
2019,서울특별시 영등포구2,서울특별시 영등포구 대림동(대림3동사거리 부근),8,8,0,1,5,2,126.8979571,37.49981501
2019,서울특별시 영등포구3,서울특별시 영등포구 영등포동8가(영등포전화국사거리 부근),7,7,0,2,3,2,126.9056109,37.52617268
2019,서울특별시 영등포구4,서울특별시 영등포구 대림동(구로도서관 부근),7,7,0,1,5,1,126.8919456,37.49899817
2019,서울특별시 영등포구5,서울특별시 영등포구 양평동6가(양화한강공원농구장 부근),7,9,0,0,9,0,126.8930542,37.54374689
2019,서울특별시 영등포구6,서울특별시 영등포구 영등포동3가(영등포시장사거리 부근),6,7,1,3,3,0,126.9052271,37.51950329
2019,서울특별시 영등포구7,서울특별시 영등포구 대림동(우성아파트사거리 부근),6,6,1,1,4,0,126.9003627,37.49540376
2019,서울특별시 영등포구8,서울특별시 영등포구 대림동(한사랑한의원 부근),5,5,0,0,4,1,126.9015913,37.49098217
2019,서울특별시 영등포구9,서울특별시 영등포구 문래동3가(홈플러스영등포점 부근),5,5,0,0,4,1,126.8974176,37.51868479
2019,서울특별시 영등포구10,서울특별시 영등포구 영등포동4가(청과시장입구 부근),4,4,1,0,3,0,126.9045037,37.51567379
2019,서울특별시 영등포구11,서울특별시 영등포구 여의도동(한강조망대 부근),4,4,0,2,2,0,126.9233603,37.53301236
2019,서울특별시 영등포구12,서울특별시 영등포구 여의도동(여의도한강공원서울색공원입구 부근),4,6,0,1,4,1,126.932952,37.52740536
2019,서울특별시 영등포구13,서울특별시 영등포구 당산동2가(영등포유통상가사거리 부근),4,4,0,1,2,1,126.8955789,37.52197434
2019,서울특별시 동작구1,서울특별시 동작구 사당동(파리바게뜨 이수역자이점 부근),8,8,0,1,3,4,126.9805361,37.48478252
2019,서울특별시 동작구2,서울특별시 동작구 본동(한강대교남단교차로 부근),7,7,0,2,3,2,126.9559861,37.51385747
2019,서울특별시 동작구3,서울특별시 동작구 신대방동(대림사거리 부근),6,6,0,1,4,1,126.9064051,37.48902893
2019,서울특별시 동작구4,서울특별시 동작구 신대방동(모스키친 부근),4,4,0,1,2,1,126.927762,37.4976016
2019,서울특별시 관악구1,서울특별시 관악구 신림동(신림청암두산위브 부근),5,5,0,1,2,2,126.9301269,37.4822035
2019,서울특별시 관악구2,서울특별시 관악구 신림동(조원초등학교정문 부근),3,3,1,1,1,0,126.9090543,37.48384044
2019,서울특별시 서초구1,서울특별시 서초구 반포동(반포본동 주민센터 부근),4,4,0,1,3,0,126.9861723,37.50070938
2019,서울특별시 강남구1,서울특별시 강남구 수서동(수서역(북)공영주차장입구 부근),4,4,1,1,2,0,127.1014812,37.48761621
2019,서울특별시 강남구2,서울특별시 강남구 신사동(잠원수상택시승강장 부근),4,5,0,1,3,1,127.0167236,37.52627459
2019,서울특별시 송파구1,서울특별시 송파구 가락동(가락시장사거리 부근),9,9,0,3,5,1,127.1140796,37.49749978
2019,서울특별시 송파구2,서울특별시 송파구 삼전동(삼전사거리 부근),8,8,0,1,5,2,127.0891587,37.5039861
2019,서울특별시 송파구3,서울특별시 송파구 방이동(올림픽공원사거리 부근),7,8,0,1,6,1,127.1279872,37.51197199
2019,서울특별시 송파구4,서울특별시 송파구 가락동(가락시장역 부근),6,6,0,4,1,1,127.1183154,37.49238594
2019,서울특별시 송파구5,서울특별시 송파구 풍납동(풍납도깨비시장 부근),6,6,0,2,3,1,127.1201278,37.53745428
2019,서울특별시 송파구6,서울특별시 송파구 석촌동(석촌호(서호)사거리 부근),5,5,0,2,3,0,127.0971487,37.5065332
2019,서울특별시 송파구7,서울특별시 송파구 방이동(올림픽공원남4문 부근),5,5,0,2,2,1,127.1158836,37.51623818
2019,서울특별시 송파구8,서울특별시 송파구 방이동(올림픽공원북2문교차로 부근),5,5,0,2,2,1,127.1281545,37.52398294
2019,서울특별시 송파구9,서울특별시 송파구 가락동(송파농협 가락지점 부근),5,5,0,1,1,3,127.1108609,37.50047245
2019,서울특별시 송파구10,서울특별시 송파구 삼전동(잠실학원사거리 부근),5,5,0,0,4,1,127.0905479,37.50758415
2019,서울특별시 송파구11,서울특별시 송파구 잠실동(탄천합수부 부근),4,6,0,3,2,1,127.0689989,37.51832867
2019,서울특별시 송파구12,서울특별시 송파구 잠실동(잠실선착장이랜드크루즈매표소 부근),4,5,0,3,2,0,127.0832235,37.5182986
2019,서울특별시 송파구13,서울특별시 송파구 풍납동,4,6,0,2,3,1,127.1092295,37.53320582
2019,서울특별시 송파구14,서울특별시 송파구 잠실동(아시아선수촌아파트삼거리 부근),4,4,0,2,1,1,127.0793649,37.50789855
2019,서울특별시 송파구15,서울특별시 송파구 가락동(광평교사거리 부근),4,4,0,1,3,0,127.1093778,37.48956248
2019,서울특별시 송파구16,서울특별시 송파구 오금동(거여동사거리 부근),4,4,0,1,2,1,127.1388853,37.49596177
2019,서울특별시 송파구17,서울특별시 송파구 가락동(롯데하이마트 가락점 부근),4,4,0,1,1,2,127.1282656,37.5015845
2019,서울특별시 송파구18,서울특별시 송파구 잠실동(아시아선수촌아파트후문 부근),4,4,0,1,1,2,127.0772431,37.50521666
2019,서울특별시 송파구19,서울특별시 송파구 방이동(올림픽대교남단사거리 부근),4,4,0,0,4,0,127.1173936,37.52536154
2019,서울특별시 송파구20,서울특별시 송파구 방이동(송파구청사거리 부근),4,4,0,0,4,0,127.1073088,37.51553772
2019,서울특별시 송파구21,서울특별시 송파구 삼전동(배명사거리 부근),4,4,0,0,3,1,127.0969055,37.50355967
2019,서울특별시 송파구22,서울특별시 송파구 방이동(둔촌사거리 부근),4,4,0,0,2,2,127.1338524,37.52135375
2019,서울특별시 강동구1,서울특별시 강동구 천호동(동신중학교정문 부근),7,7,0,2,3,2,127.1336792,37.537583
2019,서울특별시 강동구2,서울특별시 강동구 길동(길동사거리 부근),7,7,0,1,5,1,127.1382824,37.53424349
2019,서울특별시 강동구3,서울특별시 강동구 천호동(한국타이어 동아상사 부근),5,6,0,0,4,2,127.1309148,37.54489143
2019,서울특별시 강동구4,서울특별시 강동구 성내동(E1 경기에너지충전소 부근),4,4,0,1,2,1,127.1281025,37.53692664
2019,서울특별시 강동구5,서울특별시 강동구 천호동(천호시장입구 부근),4,5,0,0,2,3,127.1269709,37.54076641
2019,부산광역시 부산진구1,부산광역시 부산진구 양정동(하마정교차로 부근),5,5,0,0,4,1,129.0674377,35.17458395
2019,부산광역시 동래구1,부산광역시 동래구 복천동(CU 동래오렌지점 부근),4,4,1,1,1,1,129.0839509,35.20355377
2019,부산광역시 동래구2,부산광역시 동래구 사직동(사직삼거리 부근),4,4,0,3,1,0,129.0650214,35.20081679
2019,부산광역시 동래구3,부산광역시 동래구 온천동(동래역 부근),4,5,0,1,2,2,129.076404,35.2049517
2019,부산광역시 사하구1,부산광역시 사하구 하단동(을숙도휴게소삼거리 부근),4,4,0,2,2,0,128.9463892,35.10833408
2019,부산광역시 수영구1,부산광역시 수영구 광안동(롯데골드로즈 부근),4,4,0,2,0,2,129.1152782,35.16384942
2019,대구광역시 중구1,대구광역시 중구 수동(으뜸병원 부근),6,6,0,1,4,1,128.5905049,35.87040299
2019,대구광역시 중구2,대구광역시 중구 서성로1가(영신타올1호점제일상사 부근),5,6,0,3,1,2,128.5861852,35.87093123
2019,대구광역시 중구3,대구광역시 중구 대신동(방천시장 부근),5,5,0,3,1,1,128.6044415,35.86280932
2019,대구광역시 중구4,대구광역시 중구 달성동(부촌식당 부근),5,5,0,2,2,1,128.5783191,35.87623407
2019,대구광역시 중구5,대구광역시 중구 태평로1가(라이프상가아파트 부근),4,4,0,1,2,1,128.5979248,35.87435289
2019,대구광역시 중구6,대구광역시 중구 달성동(달성네거리 부근),4,4,0,1,1,2,128.5815778,35.87782796
2019,대구광역시 동구1,대구광역시 동구 신암동(동구청주차장입구 부근),6,6,1,1,3,1,128.6359102,35.88601132
2019,대구광역시 동구2,대구광역시 동구 입석동(입석네거리 부근),5,5,0,3,0,2,128.643965,35.89281016
2019,대구광역시 동구3,대구광역시 동구 동호동(반야월네거리 부근),5,5,0,2,3,0,128.7137022,35.86608379
2019,대구광역시 동구4,대구광역시 동구 신기동(안심1동행정복지센터 부근),5,5,0,2,2,1,128.7019904,35.86989932
2019,대구광역시 동구5,대구광역시 동구 효목동(아양네거리 부근),4,5,0,3,1,1,128.6407868,35.88779234
2019,대구광역시 서구1,대구광역시 서구 비산동(비산지하차도 부근),7,7,0,5,2,0,128.5727379,35.8831887
2019,대구광역시 서구2,대구광역시 서구 비산동(북부정류장사거리 부근),7,8,0,2,6,0,128.5574436,35.88605686
2019,대구광역시 서구3,대구광역시 서구 내당동(반고개네거리 부근),6,6,1,0,3,2,128.5717571,35.8626666
2019,대구광역시 서구4,대구광역시 서구 평리동(남평리네거리 부근),6,6,0,0,4,2,128.5558184,35.86502269
2019,대구광역시 서구5,대구광역시 서구 비산동(비산네거리 부근),5,5,0,2,2,1,128.5711066,35.87051079
2019,대구광역시 서구6,대구광역시 서구 비산동(북비산네거리 부근),5,6,0,0,6,0,128.5713411,35.87941235
2019,대구광역시 서구7,대구광역시 서구 내당동(삼정빌딩 부근),4,4,0,3,1,0,128.5520092,35.85579214
2019,대구광역시 남구1,대구광역시 남구 대명동(현충로역 부근),4,4,1,2,1,0,128.5818304,35.84098775
2019,대구광역시 남구2,대구광역시 남구 이천동(대봉교역 부근),4,4,0,3,1,0,128.606431,35.85515271
2019,대구광역시 남구3,대구광역시 남구 대명동(수도맨션 부근),4,4,0,2,2,0,128.5941158,35.85673505
2019,대구광역시 남구4,대구광역시 남구 대명동(안지랑네거리 부근),4,4,0,1,2,1,128.5771089,35.83909811
2019,대구광역시 북구1,대구광역시 북구 태전동(태전삼거리 부근),7,7,0,3,4,0,128.5471909,35.91946941
2019,대구광역시 북구2,대구광역시 북구 대현동(경대교사거리 부근),7,7,0,2,5,0,128.6024506,35.88706775
2019,대구광역시 북구3,대구광역시 북구 노원동2가(코리아마트 부근),6,7,0,3,3,1,128.5729008,35.88787359
2019,대구광역시 북구4,대구광역시 북구 칠성동2가(남침산네거리 부근),5,5,1,1,2,1,128.5898305,35.88280746
2019,대구광역시 북구5,대구광역시 북구 침산동(침산네거리 부근),5,5,0,0,3,2,128.591752,35.88818688
2019,대구광역시 북구6,대구광역시 북구 침산동(오봉오거리 부근),4,5,0,1,3,1,128.5834488,35.88994611
2019,대구광역시 북구7,대구광역시 북구 복현동(공항교강변공원주차장입구 부근),4,4,0,1,1,2,128.6252131,35.89977669
2019,대구광역시 북구8,대구광역시 북구 태전동(대구병원 부근),4,4,0,0,4,0,128.5484038,35.91340025
2019,대구광역시 북구9,대구광역시 북구 침산동(북구청네거리 부근),4,4,0,0,3,1,128.5822366,35.8863508
2019,대구광역시 수성구1,대구광역시 수성구 황금동(들안길네거리 부근),5,5,0,3,2,0,128.6166615,35.84056159
2019,대구광역시 수성구2,대구광역시 수성구 황금동(투썸플레이스 대구황금점 부근),5,5,0,2,3,0,128.6215554,35.84038678
2019,대구광역시 수성구3,대구광역시 수성구 수성동1가(동성학교네거리 부근),4,4,0,1,2,1,128.6121795,35.85441445
2019,대구광역시 달서구1,대구광역시 달서구 감삼동(CU 참미소점 부근),8,8,0,5,2,1,128.5373215,35.84738497
2019,대구광역시 달서구2,대구광역시 달서구 상인동(생고기대학교 상인점 부근),7,7,0,1,5,1,128.5446248,35.81191212
2019,대구광역시 달서구3,대구광역시 달서구 성당동(할리스커피 대구두류공원점 부근),6,6,0,2,3,1,128.562695,35.84409603
2019,대구광역시 달서구4,대구광역시 달서구 두류동(이월드입구 부근),6,6,0,1,5,0,128.5601642,35.85462362
2019,대구광역시 달서구5,대구광역시 달서구 송현동(서부정류장역 부근),5,5,0,1,3,1,128.5565644,35.83747894
2019,대구광역시 달서구6,대구광역시 달서구 상인동(상인프라자입구 부근),4,4,0,2,2,0,128.5393592,35.81747094
2019,대구광역시 달서구7,대구광역시 달서구 본동(부림해물손칼국수 부근),4,4,0,1,3,0,128.5343133,35.83039796
2019,대구광역시 달서구8,대구광역시 달서구 도원동(월곡네거리 부근),4,4,0,1,3,0,128.5480638,35.80864514
2019,대구광역시 달서구9,대구광역시 달서구 진천동(가야해물찜추어탕 부근),4,4,0,1,3,0,128.525262,35.81207127
2019,대구광역시 달서구10,대구광역시 달서구 이곡동(스타벅스 대구성서IC DT점 부근),4,4,0,1,3,0,128.5201661,35.8503087
2019,대구광역시 달서구11,대구광역시 달서구 진천동(차량기지교차로 부근),4,4,0,0,4,0,128.5177686,35.81184954
2019,인천광역시 미추홀구1,인천광역시 미추홀구 주안동(남인천새마을금고 중앙지점 부근),4,4,0,2,2,0,126.6800525,37.45358554
2019,광주광역시 서구1,광주광역시 서구 양동(무지개병원 부근),5,5,0,1,4,0,126.8982894,35.15273686
2019,광주광역시 북구1,광주광역시 북구 신안동(태성아름진 부근),4,4,1,0,2,1,126.8988889,35.1670689
2019,대전광역시 동구1,대전광역시 동구 정동(역전가락국수 부근),5,5,0,2,3,0,127.4319872,36.33243945
2019,대전광역시 동구2,대전광역시 동구 용전동(대전지방국토관리청 부근),5,5,0,2,3,0,127.4324164,36.35154339
2019,대전광역시 동구3,대전광역시 동구 용전동(영락침례교회 부근),4,4,0,2,2,0,127.4392638,36.35026227
2019,대전광역시 동구4,대전광역시 동구 용전동(윤온누리약국 부근),4,4,0,1,3,0,127.4329216,36.35606462
2019,대전광역시 동구5,대전광역시 동구 가양동(동부네거리 부근),4,4,0,1,3,0,127.4429892,36.35015273
2019,대전광역시 중구1,대전광역시 중구 태평동(유가네순대국밥 부근),5,5,1,2,2,0,127.3935164,36.32631543
2019,대전광역시 서구1,대전광역시 서구 둔산동(모정네거리 부근),7,7,0,3,2,2,127.3899437,36.35871513
2019,대전광역시 서구2,대전광역시 서구 둔산동(정부청사역사거리 부근),6,6,0,2,4,0,127.378342,36.35748755
2019,대전광역시 서구3,대전광역시 서구 갈마동(갈마네거리 부근),6,6,0,2,4,0,127.3691772,36.35293936
2019,대전광역시 서구4,대전광역시 서구 탄방동(남산공원네거리 부근),4,4,0,2,2,0,127.4018539,36.34485079
2019,대전광역시 서구5,대전광역시 서구 월평동(이마트 트레이더스 월평점 부근),4,4,0,0,4,0,127.3628312,36.35834158
2019,대전광역시 유성구1,대전광역시 유성구 구암동(유성고등학교후문 부근),5,5,0,3,2,0,127.3337714,36.34894116
2019,대전광역시 유성구2,대전광역시 유성구 봉명동(봉명빌라 부근),5,5,0,0,5,0,127.3344351,36.35457408
2019,대전광역시 유성구3,대전광역시 유성구 장대동(궁동교 부근),4,4,0,2,2,0,127.3382776,36.36518567
2019,울산광역시 중구1,울산광역시 중구 복산동(복산사거리 부근),6,7,0,2,4,1,129.3351307,35.56344296
2019,울산광역시 중구2,울산광역시 중구 옥교동(울산종합사료 부근),5,5,0,3,1,1,129.324718,35.55576693
2019,울산광역시 중구3,울산광역시 중구 옥교동(이안태화강엑소디움 부근),5,5,0,2,1,2,129.32171,35.55303276
2019,울산광역시 중구4,울산광역시 중구 학성동(학성공원사거리 부근),4,4,0,0,2,2,129.3365619,35.55607762
2019,울산광역시 남구1,울산광역시 남구 신정동(신정4동주민센터입구사거리 부근),5,5,0,2,2,1,129.3132712,35.53150062
2019,울산광역시 동구1,울산광역시 동구 동부동(안산사거리 부근),5,5,0,2,3,0,129.4268865,35.53928806
2019,세종특별자치시 세종특별자치시1,세종특별자치시 세종특별자치시 조치원읍(상리사거리 부근),4,4,1,3,0,0,127.3035382,36.60247793
2019,경기도 수원시 장안구1,경기도 수원시 장안구 송죽동(경기도행정동우회관 부근),6,6,0,2,4,0,127.0084106,37.30052511
2019,경기도 수원시 장안구2,경기도 수원시 장안구 정자동(두견사거리 부근),5,5,0,1,4,0,126.9931307,37.29521261
2019,경기도 수원시 장안구3,경기도 수원시 장안구 정자동(경기도체육회관 부근),4,4,0,3,1,0,127.000083,37.29456811
2019,경기도 수원시 장안구4,경기도 수원시 장안구 송죽동(만석공원사거리 부근),4,4,0,2,2,0,126.9978782,37.29803194
2019,경기도 수원시 장안구5,경기도 수원시 장안구 정자동(정자초교사거리 부근),4,4,0,1,1,2,126.9950008,37.3010724
2019,경기도 수원시 권선구1,경기도 수원시 권선구 세류동(GS25 권선장다리점 부근),5,5,1,2,2,0,127.0172366,37.25085248
2019,경기도 수원시 권선구2,경기도 수원시 권선구 권선동(한국투자저축은행 수원지점 부근),5,5,0,2,3,0,127.0284927,37.25869838
2019,경기도 수원시 팔달구1,경기도 수원시 팔달구 남수동(세븐일레븐 수원남문2호점 부근),7,7,0,2,3,2,127.0168604,37.27844468
2019,경기도 수원시 팔달구2,경기도 수원시 팔달구 북수동(매향통닭 부근),6,6,0,2,1,3,127.0178317,37.28201561
2019,경기도 수원시 팔달구3,경기도 수원시 팔달구 우만동(GS25 수원우만점 부근),5,5,0,1,3,1,127.0337152,37.28308928
2019,경기도 수원시 팔달구4,경기도 수원시 팔달구 북수동(장안문로터리 부근),4,4,0,2,1,1,127.0146604,37.28857426
2019,경기도 성남시 수정구1,경기도 성남시 수정구 태평동(태평역 부근),5,5,0,2,3,0,127.1266321,37.43878116
2019,경기도 성남시 중원구1,경기도 성남시 중원구 성남동(모란사거리 부근),8,9,0,4,4,1,127.129168,37.433435
2019,경기도 성남시 중원구2,경기도 성남시 중원구 중앙동(신흥사거리 부근),4,4,0,1,3,0,127.1457285,37.44041734
2019,경기도 성남시 분당구1,경기도 성남시 분당구 수내동(양지마을청구2단지아파트정문 부근),7,7,0,1,6,0,127.1218552,37.37584029
2019,경기도 의정부시1,경기도 의정부시 호원동(회룡역앞사거리 부근),4,4,0,2,2,0,127.0482948,37.72606659
2019,경기도 의정부시2,경기도 의정부시 의정부동(명보치과 부근),4,4,0,1,2,1,127.0486139,37.73832366
2019,경기도 안양시 만안구1,경기도 안양시 만안구 안양동(관악대로69번길 부근),5,6,0,3,2,1,126.9319527,37.39789455
2019,경기도 안양시 만안구2,경기도 안양시 만안구 석수동(SK엔크린 안국에너지 서진주유소 부근),3,3,1,1,0,1,126.9141029,37.40762458
2019,경기도 안양시 동안구1,경기도 안양시 동안구 호계동(범계사거리 부근),6,6,0,1,4,1,126.9482505,37.38872675
2019,경기도 부천시1,경기도 부천시 중동(신흥고가사거리 부근),8,9,0,2,7,0,126.7773579,37.49786096
2019,경기도 부천시2,경기도 부천시 중동(신중동역 부근),7,8,0,4,3,1,126.7764301,37.50333341
2019,경기도 부천시3,경기도 부천시 원미동(세븐일레븐 부천원미점 부근),7,7,0,4,2,1,126.7870671,37.49772251
2019,경기도 부천시4,경기도 부천시 중동(우리은행 신중동역지점 부근),6,7,0,3,4,0,126.7760722,37.50056408
2019,경기도 부천시5,경기도 부천시 상동(송내대로사거리 부근),6,6,0,2,4,0,126.7583623,37.50547021
2019,경기도 부천시6,경기도 부천시 상동(상동역 부근),6,6,0,2,3,1,126.7529865,37.50580054
2019,경기도 부천시7,경기도 부천시 중동(복지삼거리 부근),5,5,0,2,3,0,126.776467,37.4948159
2019,경기도 부천시8,경기도 부천시 상동(상도중사거리 부근),5,5,0,2,3,0,126.7608384,37.49335341
2019,경기도 부천시9,경기도 부천시 중동(신한은행부천시청역지점 부근),4,4,0,1,3,0,126.7650009,37.50472303
2019,경기도 부천시10,경기도 부천시 중동(정말문예사거리 부근),4,4,0,1,2,1,126.7669224,37.49262743
2019,경기도 부천시11,경기도 부천시 심곡동(미니스톱 부천북부점 부근),4,4,0,1,2,1,126.7780946,37.48650471
2019,경기도 광명시1,경기도 광명시 광명동(상산빌딩 부근),5,5,0,1,3,1,126.8529151,37.47993591
2019,경기도 광명시2,경기도 광명시 광명동(한수빌딩부근),4,4,0,0,1,3,126.8596216,37.47800796
2019,경기도 평택시1,경기도 평택시 비전동(한성아파트사거리 부근),5,5,0,1,4,0,127.0974217,37.00139769
2019,경기도 안산시 상록구1,경기도 안산시 상록구 사동(대성생오리 부근),8,9,0,2,6,1,126.8536867,37.28224564
2019,경기도 안산시 상록구2,경기도 안산시 상록구 사동(성안고사거리 부근),6,6,0,3,2,1,126.8440849,37.30371399
2019,경기도 안산시 상록구3,경기도 안산시 상록구 이동(NH농협은행 안산도매시장지점 부근),5,5,0,2,0,3,126.8573656,37.30659682
2019,경기도 안산시 상록구4,경기도 안산시 상록구 본오동(본오3동행정복지센터 부근),5,5,0,1,4,0,126.863435,37.30248091
2019,경기도 안산시 상록구5,경기도 안산시 상록구 성포동(다농사거리 부근),4,4,0,2,1,1,126.8445226,37.32756831
2019,경기도 안산시 단원구1,경기도 안산시 단원구 와동(군자농협사거리 부근),7,7,0,5,2,0,126.8149987,37.33392562
2019,경기도 안산시 단원구2,경기도 안산시 단원구 고잔동(월드타운사거리 부근),6,6,0,2,3,1,126.8316791,37.31246618
2019,경기도 안산시 단원구3,경기도 안산시 단원구 고잔동(대진빌라라동 부근),5,5,0,0,3,2,126.827809,37.32809875
2019,경기도 안산시 단원구4,경기도 안산시 단원구 고잔동(중앙역사거리 부근),5,5,0,0,2,3,126.8368496,37.31701549
2019,경기도 안산시 단원구5,경기도 안산시 단원구 초지동(초지운동장사거리 부근),4,4,0,4,0,0,126.8090322,37.32143373
2019,경기도 안산시 단원구6,경기도 안산시 단원구 고잔동(화정교 부근),4,4,0,2,2,0,126.8209976,37.31776388
2019,경기도 안산시 단원구7,경기도 안산시 단원구 와동(보쉬카서비스 안산와카 부근),4,4,0,1,3,0,126.8187542,37.33787871
2019,경기도 안산시 단원구8,경기도 안산시 단원구 초지동(안산초지동우체국 부근),4,4,0,1,2,1,126.8170331,37.30938528
2019,경기도 고양시 덕양구1,경기도 고양시 덕양구 화정동(토당육교교차로 부근),4,4,0,2,1,1,126.8231221,37.62900371
2019,경기도 고양시 일산동구1,경기도 고양시 일산동구 마두동(정발빌딩 부근),7,8,0,1,6,1,126.7862715,37.6612713
2019,경기도 고양시 일산동구2,경기도 고양시 일산동구 장항동(강선17단지삼거리 부근),5,5,0,2,3,0,126.7619111,37.66412513
2019,경기도 고양시 일산동구3,경기도 고양시 일산동구 식사동(식사교차로 부근),4,4,0,4,0,0,126.8132257,37.66613426
2019,경기도 고양시 일산서구1,경기도 고양시 일산서구 대화동(일산서구청사거리 부근),4,4,0,1,2,1,126.7486354,37.6753956
2019,경기도 오산시1,경기도 오산시 오산동(중원사거리 부근),7,7,0,5,2,0,127.0685169,37.14915866
2019,경기도 오산시2,경기도 오산시 오산동(콜마트 부근),7,7,0,2,5,0,127.0737974,37.15312568
2019,경기도 오산시3,경기도 오산시 오산동(대원약국 부근),6,8,1,2,3,2,127.0686581,37.154467
2019,경기도 오산시4,경기도 오산시 오산동(CU 오산남촌점 부근),4,4,0,1,2,1,127.0643217,37.14952783
2019,경기도 시흥시1,경기도 시흥시 정왕동(GS25 시흥정왕점 부근),5,5,0,1,2,2,126.7432986,37.34473795
2019,경기도 시흥시2,경기도 시흥시 정왕동(정왕역앞 부근),5,5,0,1,2,2,126.740007,37.35105789
2019,경기도 시흥시3,경기도 시흥시 정왕동(시화병원사거리 부근),4,4,0,2,2,0,126.7262537,37.35288554
2019,경기도 군포시1,경기도 군포시 산본동(중앙공원사거리 부근),4,4,0,2,2,0,126.9316388,37.36201886
2019,경기도 하남시1,경기도 하남시 덕풍동(하남풍산새뜰마을휴먼시아3단지아파트입구 부근),6,6,0,4,2,0,127.2073477,37.55007977
2019,경기도 하남시2,경기도 하남시 망월동(미사2동 행정복지센터 부근),4,4,0,0,4,0,127.1853378,37.56662996
2019,경기도 파주시1,경기도 파주시 와동(메디컬프라자 부근),4,4,0,1,3,0,126.7510008,37.73109395
2019,경기도 파주시2,경기도 파주시 야당동(야당과선교 부근),4,4,0,1,2,1,126.7592106,37.71009114
2019,경기도 이천시1,경기도 이천시 중리동(중리사거리 부근),5,5,0,0,4,1,127.4451098,37.27912737
